miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-miR-146b-3p	101.790566	13.5542	57.523419	30.731464	178.958591	39.113696	103.613553	67.711078	87.646029	135.739278	120.659219	23.293745	48.115173	139.245418	92.323317	98.433884	77.000781	68.108902	174.594337	81.012628	109.369705	72.239845	177.587808	28.768856	48.340575	64.924231	47.240981	101.190631	51.521978	72.030881	84.47135	101.159782	34.225077	110.945703	52.680516	62.710316	47.27949	123.779623	34.835176	291.246901	169.100329	100.116949	209.107981	76.143056	177.311584	63.270562	150.364548	88.969328	161.485527	25.573788	129.618533	202.522519	71.420674	155.175509	352.404954	16.935527	42.426122	144.477708	79.11083	156.578972	49.953585	117.057059	149.498173	77.101796	29.407993	71.033004	20.043653	259.22836	17.161393	75.328317	54.017816	133.474398	58.368121	41.86979	219.477604	62.189636	82.16424	57.262646	234.799578	88.344012	67.254935	70.327196	122.56362	55.391396	57.761601	75.941695	78.867169	32.472344	98.988201	63.932256	787.125735	139.82845	174.775686	8.436672	198.852537	586.724162	95.999671	95.916469	285.387396	122.804116	135.899871	51.325068	157.630238	205.917486	196.019259	178.981469	73.88064	154.271871	89.482921	144.468024	319.659956	106.035564	133.640207	104.366046	49.722342	85.014489	49.08174	238.618772	146.235328	65.182807	92.644763	62.418768	105.28918	96.41454	189.597907	39.924949	117.42382	169.179103	58.093274	157.2101	213.378744	108.309233	171.504088	61.928667	129.342525	91.110002	101.424709	229.929133	185.446297	147.351981	106.060064	55.635605	230.936928	126.606305	247.84183	13.580918	21.630143	110.757979	136.31878	21.853953	129.056046	255.001233	193.380974	101.266157	50.897653	83.022105	260.104942	168.586116	52.447013	53.537115	265.414172	43.634159	108.691186	54.30755	47.181871	20.85547	77.008107	10.415621	40.040879	57.248109	7.068319	167.313566
hsa-miR-146b-5p	685.900582	148.644398	175.801904	91.655246	487.232025	160.430278	554.872574	329.455872	550.91789	858.155371	534.613149	278.773532	448.280957	810.419988	260.621031	617.191762	261.019597	339.390118	957.181164	465.318089	737.447722	405.149337	777.365504	315.878172	321.196268	462.086424	509.316808	578.846629	188.126122	425.100281	929.184852	716.021579	238.650533	830.273991	402.00861	251.607891	204.545998	553.228781	240.17938	566.731367	968.35822	673.759997	1590.133528	566.40608	970.698846	709.157538	854.394168	640.579164	750.264615	259.053003	764.433186	890.410114	709.68238	818.08187	536.808674	130.156179	169.442278	661.909496	396.433158	1316.941005	286.311143	677.560002	931.316408	367.973196	154.478461	582.076005	113.082103	1093.676774	88.800235	204.115438	287.514176	597.618425	502.432785	232.18702	1414.301871	471.554427	492.985436	431.073186	356.42238	208.677503	94.741729	282.909927	674.832366	431.319765	286.081788	525.693484	436.633315	76.378612	158.083164	172.36825	495.524215	356.705228	910.97004	58.08324	537.348713	1156.616075	270.393538	285.239962	674.862275	485.910121	641.831456	155.579115	497.7797	492.638032	550.44686	673.425261	254.55239	537.114674	343.640801	410.420524	900.130339	387.275591	383.841042	313.773649	164.944314	349.282399	201.720559	500.373578	944.601183	167.030943	283.383981	163.027968	276.486652	237.711715	388.014323	165.133374	333.52955	910.676112	213.443826	499.502697	513.389938	185.438534	455.557733	193.351942	401.776575	177.295141	346.534425	882.220393	711.132907	376.670457	271.948881	111.479584	450.05362	257.791138	815.519614	89.560644	139.919981	401.835344	417.963112	159.80703	437.356603	907.249283	810.740601	365.22221	55.558611	150.200299	1782.515106	488.92674	201.046882	262.749524	921.798841	183.35631	145.865695	101.026272	150.492276	70.550149	108.201266	37.462635	150.153293	229.579599	31.554996	604.353276
hsa-miR-147a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b	2.553886	0.225903	0.430888	1.213083	1.753423	1.282416	0	1.070531	0.963144	0.416378	0.265185	0.50094	0	4.660934	0	0.565712	0.435033	0.288597	8.982345	2.018108	0.290105	0.505174	0.913831	1.930797	0	0.362705	0.492094	0.452755	1.890716	0	0.853246	2.370933	0.925002	0.909391	0	0.306652	0.995358	0	1.222286	0.358237	1.380411	0	0.285277	0	0	0.878758	1.102918	3.177476	0	0.947178	0.632286	0.362619	0	0.213153	0	1.522295	0.262214	0.516914	0.439505	0	0	5.27284	0.994996	0	0.345976	0	0	3.199222	0	0.404991	0.435628	0.754093	0	0.951586	0.984204	0.301891	0.93104	2.519558	0	0	0.438619	1.23165	1.464903	1.629159	0.340776	0.245766	0	0	0	0.095707	0	0	0.296733	0	0	0	0	0.278827	0.426588	0	0	0	0.518521	0.236959	0	0	0	0.270178	0.21986	0	0	0	0	0	0	0	0	0.453648	0	0	0.302761	0	0	0	0.826735	0	0	0	0.652733	0.244495	0	0	0.282079	0.28022	0	0	0	0	0	0	0	0	0.482459	0.199067	0	0.367052	0	0	0	0	0	0	0	0.415025	0	1.90127	0	0	0	0	0	0	0.177021	0	0	0.162933	0	0	0	0	0	0
hsa-miR-148a-3p	54653.14226	240330.6592	129871.9318	35615.20754	21505.71572	5004.373041	47927.06886	65891.70938	19931.52534	125605.4659	60177.39291	149683.3553	122214.4412	136402.8306	27273.84634	37550.82922	32282.46845	19626.61892	73084.85173	70567.47761	59259.52358	49883.38064	101271.352	52947.82295	46254.41108	37514.23618	11789.08478	34083.81165	40244.33707	40206.81129	127573.0699	43042.69654	87226.7698	56922.42076	183558.8707	13089.43672	99117.2173	34297.34984	95499.72284	13803.59857	106306.131	33239.36771	100840.2546	61140.90788	32652.42126	223937.3621	29638.36038	16574.98589	33670.28815	90670.44527	37247.3071	41389.65623	20163.57597	56750.53959	26997.00282	15495.05492	94785.98696	155584.1409	34781.07616	77049.43702	108330.2126	29101.86126	34958.69273	37615.93452	10805.88111	79683.90313	212393.0207	71983.21853	191295.4617	33086.95035	17800.17678	74608.79559	64296.92097	61339.24332	70152.12849	105905.0268	37836.04999	103517.3465	18067.74306	69553.25611	19532.29458	37399.78067	87220.37427	40914.69114	17423.98258	44064.61581	27064.65654	24887.99328	23648.91037	26020.90623	9493.910687	22810.87146	51019.66331	22708.27546	73736.30887	44102.90116	48136.36073	23763.30493	64956.98713	18314.49073	41134.08443	16436.31869	25902.69237	22811.10779	40661.3858	25143.6042	27883.2256	53168.40923	56637.63199	24299.08383	30807.06114	26276.10467	21933.1745	14774.04413	25259.42872	36287.97324	28821.2292	25265.00973	94672.22537	24372.938	16388.73743	13209.37185	20524.55344	19036.88521	24856.89216	24624.24479	23563.93918	11935.15729	33359.89958	52120.64934	18046.85298	11819.92879	52209.45501	16700.28375	14695.14375	16152.32607	24504.05622	14035.58171	34819.45807	19239.28836	24368.43272	13879.93753	88917.23066	25668.43302	28208.45525	11156.90694	34156.36024	14298.5846	17885.02387	25427.52933	14324.5384	27054.41657	103688.6873	39992.66235	8194.895132	39518.52249	105369.0438	35747.4571	29641.30356	36964.5292	21337.51656	19814.55018	15044.70146	17045.21874	30802.5109	19848.38072	8689.244016	19684.34623	24004.80976	18688.71883	2420.646762	18702.05458
hsa-miR-148a-5p	30.646622	138.252844	152.749449	25.339978	49.753339	16.54317	23.603087	25.157476	9.872218	75.364444	42.959986	44.834198	46.686008	47.191961	19.714874	13.577088	21.3166	11.832479	49.4029	49.876103	30.170953	20.712124	69.146539	39.388231	15.03929	17.772554	5.41303	26.712516	20.325184	14.760426	54.607742	40.305851	40.391756	26.372339	77.230661	15.025944	84.605402	47.24413	66.003492	20.061286	94.558142	14.611663	57.911215	29.474734	23.395277	111.602239	34.55811	14.616389	29.216652	24.626611	22.76228	67.26576	11.310965	35.809733	57.408708	3.61545	36.395216	60.995954	20.217213	57.319087	89.178882	13.709385	16.666185	23.102704	4.324705	32.227937	105.603128	79.706324	45.89675	33.614249	11.761945	61.835597	37.822543	39.490824	31.986648	40.151559	16.060432	30.234675	55.321482	35.304455	32.457814	14.902962	25.879967	11.404111	28.625217	81.840079	25.114127	13.263352	22.84343	47.37495	25.787891	32.531515	27.892895	13.628468	40.217367	52.901359	39.197097	38.199292	52.470329	23.499553	33.236381	16.039083	26.444548	29.145973	47.345508	26.039109	30.895541	45.119791	56.723818	26.266915	12.70615	21.41778	26.668112	15.198939	17.21158	45.374303	40.991344	23.589688	52.0387	18.332665	15.440794	25.870938	25.70697	41.083043	67.241118	30.7115	27.921625	17.667439	25.456604	38.87466	26.293115	17.504522	31.592857	27.741801	26.479572	27.702366	20.745963	19.101806	30.65228	20.02235	25.381895	8.126549	45.109894	22.494516	30.618189	6.606933	22.982026	19.585253	11.927892	17.301047	12.632469	15.959258	37.216717	38.597347	10.81342	29.533055	64.229997	40.233846	35.478861	18.984792	27.302926	9.283866	13.984696	10.434639	10.076766	9.287202	9.747861	9.911639	14.86366	13.211102	2.01952	44.8055
hsa-miR-148b-3p	404.243535	320.782746	191.529281	214.850684	147.177825	138.116234	158.020668	186.807635	101.852389	294.379353	124.902178	214.152178	320.132627	494.641674	81.744603	217.233397	212.295937	214.139003	151.577076	113.590662	211.486779	143.974515	252.826555	409.714837	110.646206	225.602634	533.429392	136.505482	214.59613	379.047751	249.147821	195.206766	252.525564	326.471372	542.660479	99.508545	312.542302	317.008123	599.53174	243.601344	307.831623	201.316242	213.957688	327.169514	114.103289	702.127473	211.025066	108.034184	79.710653	218.324378	198.53765	183.84766	200.688869	175.211906	60.888021	217.688111	148.307879	276.032543	174.48333	348.807623	256.808356	470.337372	156.214397	220.728249	184.578412	447.902553	383.821002	254.932263	191.968148	138.911895	127.203242	314.456635	144.75294	278.814741	208.159253	206.795636	186.789807	197.441598	135.98105	340.6134	132.462976	164.794724	209.969548	256.592493	62.532469	160.485201	138.788592	69.0609	54.129	72.354467	57.52683	64.492305	173.29202	155.104964	99.053886	92.176611	67.432295	65.803158	100.674776	96.65139	125.559664	97.303777	71.555831	52.367967	94.691019	73.627828	85.9702	86.727269	119.603708	47.061554	68.880702	91.991119	73.412222	38.166224	55.937636	73.795568	59.329576	76.666487	238.455808	74.009645	184.684004	47.635376	64.540901	61.268354	84.602556	91.662017	45.898562	47.648544	65.273342	104.888231	56.968418	46.496387	90.265309	38.950609	47.866919	41.861353	53.785831	24.761599	82.250286	41.296096	63.45474	61.053305	122.544527	86.494401	57.098786	79.650245	122.683462	79.016361	82.034694	153.888252	82.964601	63.490102	150.32634	69.309215	61.711075	80.740582	190.566682	93.608948	74.557029	107.453923	69.464592	110.942171	80.721794	71.856713	185.80805	113.564562	46.464809	101.972282	95.855436	108.918198	58.061191	83.06136
hsa-miR-148b-5p	2.918727	2.259032	3.877986	0.943509	0.328767	1.538901	1.600209	2.141062	0.481572	0.832756	1.325925	1.252351	2.38194	4.078318	0.480851	1.697136	2.610197	0.865791	2.806984	1.441505	1.450527	1.010348	2.132273	3.282354	3.222705	4.715167	9.841872	1.131885	1.890715	2.952085	8.53246	7.903108	1.850004	4.546955	5.114611	0.613304	2.986074	2.834648	5.500291	1.791186	5.521643	4.870555	4.564431	0.982491	0.820886	13.181367	1.838196	1.27099	0.317572	1.420767	2.529143	2.357021	0.96951	1.065765	0.745569	3.234877	1.625723	4.393774	0.439505	3.495066	2.682072	4.745556	3.233737	1.113384	1.210917	6.57713	1.196636	2.467972	2.793715	0.809982	1.74251	3.393416	4.202505	0.951586	2.460511	2.717022	2.09484	2.977658	1.689205	3.977967	0.438618	2.21697	3.418107	2.443738	0.681552	0.491532	1.321796	1.829428	0.82766	1.148484	1.983685	1.712185	0.296733	0.648974	0.372383	0	0.996537	0.278827	0.426588	1.137075	1.107879	1.069272	0	0.473918	0.442481	0.5986	0.671642	1.080713	0.43972	0	0.668745	0	0.599284	0	0.478099	0.498618	1.07872	0.907296	1.976153	2.036963	1.816564	0.8213	1.093914	0.712422	0.275578	1.181211	0.382488	1.606131	0.652733	0.48899	0	0.547016	0.846237	0.56044	1.018446	0.615608	0.768369	0	0	0	0.906496	0.625119	0.884508	1.492998	0	1.101156	0.675942	0.675354	0.486852	0.910581	1.70709	0.693881	0	0.83005	0.186438	0.633756	1.061652	0.450043	0.514186	0	0.742936	1.160484	0.885107	0.474302	1.22428	2.932801	0	1.847933	1.82004	0.58716	0.25244	0.595421
hsa-miR-149-3p	0.364841	4.292163	3.877984	9.165525	5.917799	4.488457	0.800104	0.802898	0.240786	3.747403	0.265185	2.504704	1.429164	1.165234	0	1.131424	2.175163	1.154388	0.561397	0	0.870315	0	1.218441	2.123876	0	1.450821	0.492094	0	0	0.590417	0	1.580622	0	0	0.511461	0.613304	0.995358	0.472441	3.055716	0.716474	0	1.082346	0	0.491246	0	0	1.470557	0.635495	0	0	0	0.725236	0.32317	0	0	2.473728	0.262213	1.292287	0	0	0	3.163704	0.497498	0	0.691952	1.315426	0	0.365625	0	0	0	1.131139	0.466945	0	0	0.603783	0.46552	6.642467	0.422301	4.475214	0	2.340135	0.488301	0	0.42597	0	0	0	0	0	2.777158	0	0.890199	0.324487	0	0.801536	0	0.278827	0.426588	0	0	0	0	0.236959	0	0	0.671642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65347	0.236242	0	0	0	0	0	0.547016	0.282079	0	0	0	0	0	0	0	0.453248	0	0.562869	0	0	0	0.337971	0	0	0	0.341418	0	0	0	0	0	0	0.360034	0	0	0	0.232097	0	0	0.094175	0	0	0	0	0	0.25244	0
hsa-miR-149-5p	70.414261	386.068811	722.812969	666.117993	499.505975	161.456209	280.036628	59.682096	72.235737	638.724084	54.09776	576.332351	755.55111	65.253084	160.604103	27.154175	639.062976	155.553804	116.209092	88.508459	136.059394	96.488184	49.346869	257.761222	456.549879	388.819974	39.859577	19.468443	82.246094	104.503819	29.010364	535.830717	74.308499	59.110415	26.595989	68.536701	105.507911	43.464601	830.543972	179.118635	33.820065	333.362376	35.089061	105.617786	34.066808	101.935904	163.231932	208.442425	29.216654	82.404428	48.685985	467.778068	111.493816	42.417481	8.201245	641.26655	22.445464	376.055571	155.145129	19.572372	33.525895	382.280935	55.968534	47.040446	144.618137	145.354573	7.778134	16.818765	49.48867	0.809982	112.827533	461.504701	92.922049	19.983309	8.857841	59.170721	166.190557	373.123388	19.425864	825.925335	7.164112	928.417508	65.920673	64.351768	35.781522	46.449775	140.991587	36.588556	229.427503	106.521855	197.178171	116.428587	75.666893	46.077208	68.89086	18.435322	105.632858	100.377699	56.309621	172.835425	102.294196	94.630596	56.000217	75.589962	65.929729	68.839026	52.388092	41.067119	41.113776	163.073756	102.986682	105.333342	90.192156	99.299734	54.503338	68.310763	33.440306	51.262207	148.211483	93.700286	64.790782	69.810465	176.393564	88.577892	82.397927	68.746512	73.05521	91.014074	134.463083	35.207239	41.462221	34.462028	46.54305	142.912304	68.23582	113.887503	72.995057	41.033507	64.369788	51.620121	50.763791	80.015253	69.072012	144.024628	59.581341	41.109803	45.964052	192.475752	145.325556	62.830114	100.376926	154.041561	154.704779	101.26616	5.966026	75.290276	56.798426	26.552539	43.705844	72.901602	99.367798	32.72562	104.265651	140.393314	53.114921	53.930946	17.87108	70.893415	76.441677	53.72515	13.631758	75.023165
hsa-miR-150-3p	0.729681	1.129516	1.077218	0.404361	17.862983	2.564832	3.200418	0.267633	1.444715	12.491344	3.977776	0.50094	3.334715	4.660934	2.885104	5.65712	4.78536	2.020179	2.806983	0.864903	4.061474	3.031042	47.214597	2.896193	0	1.088115	1.968375	2.037395	0.472679	2.361668	2.559738	3.161244	0.925002	0	1.022923	1.53326	1.990716	15.590563	0.611143	8.955932	20.015956	0.541173	3.138047	2.947474	3.283546	9.666336	15.073218	0	0.317572	0.473589	0	0	3.231704	5.115676	2.982272	0.380574	0.157329	16.024361	0.439505	0.699013	6.36992	3.690988	10.696208	1.391729	0.691952	9.865695	0	6.855474	1.197306	0	0.435628	1.131139	3.268615	0	3.936819	0.905674	0.34914	2.977658	0	0.165749	0.146206	4.557104	0	0.81458	0.937135	0.245766	4.405987	5.030927	2.482981	2.966916	6.347789	6.848741	2.077131	3.244874	3.351447	9.618429	3.321788	3.067097	20.902813	3.411225	2.585052	5.880997	1.037042	2.60655	2.212406	0.8979	2.014926	1.080713	4.177336	3.283364	4.012468	3.511111	2.696775	1.688771	0.478099	2.742403	0.53936	2.26824	2.634871	3.394938	5.146933	5.338448	2.461306	1.899794	3.858097	3.543634	3.82488	0	3.9164	1.711463	3.370912	2.188065	9.30861	2.241761	4.073781	3.693648	7.68369	2.829898	1.532614	3.75419	2.266241	1.875357	1.608196	3.185064	1.241277	1.101155	5.069565	2.026061	3.651395	8.650524	4.438435	2.775523	3.648699	1.6601	0.932191	2.028021	2.123306	4.860466	2.570932	3.037567	5.386291	7.659187	5.487665	2.84581	1.412631	6.517334	0.324929	4.871823	2.73006	3.52296	1.51464	4.91223
hsa-miR-150-5p	196.284316	65.737872	557.5678	154.870412	7608.644194	359.076558	1727.025893	407.872256	637.841559	6630.822055	1233.906246	208.641829	732.684494	1481.594552	1001.611812	1875.335186	592.514482	1223.651452	1636.471019	298.391711	1228.596028	671.375897	9286.045225	881.215136	105.275031	337.678543	402.040418	680.716395	112.024852	615.80499	799.491466	1267.658507	140.908647	371.031531	239.875367	211.283165	339.41696	2607.87607	107.561247	2402.697385	4293.07779	199.151548	1193.028061	521.211493	1717.295552	1591.430355	3047.363726	219.881339	220.712764	106.083861	31.614278	117.307135	634.383655	2335.945596	1475.726808	103.135451	156.279162	7556.261658	123.061291	368.379993	1324.60811	2307.922284	3242.195	415.291988	351.685017	3316.846661	160.947545	3262.109213	349.81306	1350.239816	601.166004	205.113199	2732.561941	152.253785	1310.960398	142.79465	145.474927	1000.721971	324.327473	43.923383	101.905845	1639.079358	29.298076	350.269117	130.602556	80.857015	944.203021	948.558321	921.020657	969.703001	1894.418034	1167.710244	597.916817	760.598405	860.949568	4401.232759	1511.745678	532.001805	4491.118863	966.13487	671.374907	1550.444789	982.07786	790.732624	729.209346	644.99175	652.83621	560.350021	949.794146	1106.493728	791.793701	721.884513	920.798999	589.381075	703.284303	990.506049	568.485208	1115.520068	2373.359877	1420.44201	765.681716	717.405187	584.970284	853.244954	636.861581	635.491815	748.529046	499.506652	1323.743372	665.270115	1062.511543	688.693554	1091.364006	861.116698	801.007041	1788.341613	1254.746599	1001.076069	788.274481	783.37444	712.959316	848.286704	453.51124	1280.694439	824.622319	371.089384	1386.694895	884.037751	897.756532	1035.786302	792.090024	1404.414955	977.850948	686.451748	854.260255	889.287168	525.518152	1448.14843	789.790314	868.744084	1660.463762	1306.471713	1256.852499	1408.913316	795.499544	880.003155	609.566291	1339.415158	854.81208	1100.338027	188.06777	1105.400848
hsa-miR-151a-3p	2904.861941	1383.206164	1106.948746	4128.799346	2845.803231	7321.31453	2381.111449	1146.003281	1244.140177	1473.978653	1494.84838	1386.353571	1430.592675	4945.834114	1493.521981	1433.514136	3060.019715	1441.253619	1700.470224	1103.905184	1567.148937	1825.697885	1561.737043	1953.192879	942.104104	1371.388363	5767.828306	2052.788914	2908.392033	2630.898414	3083.630903	2109.339499	819.860162	2175.26329	1482.726417	3969.148979	1875.751494	2154.804846	2450.685302	2847.986312	2108.577597	2736.710287	2026.036652	1439.349361	1598.677383	3124.862694	2298.482087	3104.394067	1090.543363	2380.730247	2605.64859	2433.171197	1445.864742	1632.966438	1218.505985	3126.412285	983.037888	1695.222337	1620.45349	4194.079638	1313.879822	2594.23752	1874.572772	1690.394259	1026.684988	2815.669354	888.203084	2979.480829	1111.30002	1431.642996	1179.679373	3839.085676	2684.933555	806.945056	1141.677222	1280.019704	1087.337794	1760.024627	3375.877383	2449.598749	1169.358596	939.871848	1894.608958	1483.75627	1570.553238	3849.678697	1601.135686	1403.628488	1369.778206	2531.832141	1593.294833	1555.234805	1956.360084	1547.48029	1709.98288	2285.979941	1608.409705	1976.883016	1734.506961	1732.144508	1368.600335	1843.960026	1530.672567	1750.417109	1484.525097	1571.624911	1566.941234	1817.490161	1650.487189	1567.259169	1570.212505	1609.493484	1775.07754	1606.02121	1270.788361	1467.434836	1531.242418	1473.901868	1882.615189	1744.319079	1731.18547	1624.530576	1865.39612	2253.155616	1955.228436	1480.766803	1696.716837	1761.390011	1575.698473	1665.008993	1495.673771	1540.944991	1498.404138	1874.953411	2543.566537	2358.39474	1629.710679	1743.924034	1518.820497	1382.480696	1299.009153	991.438992	1378.867148	1187.929442	1578.491795	1286.883663	1791.584117	1545.884196	1564.744848	1870.334124	1283.732107	1409.966002	1154.447914	1177.841637	1446.388271	1289.567796	1569.653717	1401.793999	1194.969199	1129.974824	1741.815344	1205.741792	1246.585252	1226.307147	1540.521082	1235.360844	1139.849973	1162.349617	1517.60995	1363.679331	1291.987707	2793.868639
hsa-miR-151a-5p	89.750822	92.168564	103.197441	123.465009	69.698508	52.0661	105.613814	59.414462	41.415156	67.036882	41.368874	133.500713	80.033157	445.119245	68.280787	78.633964	165.747443	74.458036	74.665745	41.515369	88.482122	82.848492	61.835892	83.603451	106.349266	117.153778	312.479394	87.607995	137.076823	191.885544	331.059433	139.094698	60.433468	97.304838	77.742125	76.509651	67.186642	70.866197	117.950689	83.469286	132.519443	159.104769	118.104643	85.967965	44.73834	251.324729	83.821801	74.352938	30.169371	176.648574	129.618531	92.830377	99.213338	81.637665	17.6451	173.351284	48.771684	136.723985	73.836774	276.809255	42.242629	136.566569	92.783392	72.648263	55.010249	272.293182	47.86544	121.204799	101.571505	21.869511	47.047775	214.162312	253.084172	48.0551	107.770393	108.98281	72.388324	197.441599	62.922909	115.361036	20.761305	88.678775	112.309294	84.308962	36.633463	76.187461	93.847524	61.743189	52.63921	63.549427	46.418201	65.633762	93.470868	69.440298	67.773711	111.413468	68.761011	43.497003	49.9108	64.813285	66.10347	107.996498	48.740929	45.970071	47.787991	52.67682	45.000027	62.681391	62.220312	53.628282	78.243127	69.168895	57.830852	33.099911	56.415735	53.601511	42.070062	51.715856	84.315866	65.861795	59.946612	55.027072	59.344811	40.37062	33.896137	50.555855	40.543729	34.264121	65.273341	56.967268	39.439674	32.820979	49.645919	49.598977	37.173244	46.17061	46.10214	47.400775	50.576262	33.162017	42.152076	70.22172	68.750375	68.777483	37.238338	45.514426	96.99767	49.300807	57.448627	99.708659	46.774281	52.388008	64.217078	39.842423	23.118348	32.06808	147.038918	69.216617	35.478861	58.473159	82.280252	72.414136	60.010281	58.101964	54.056676	101.833358	19.495724	90.716692	65.521437	68.404151	31.807436	78.446841
